mnemonic,all_households,owned_households,percent_owned
E05007309,1823,1434,78.7
E05007310,2414,1961,81.2
E05007311,916,661,72.2
E05007312,2587,1958,75.7
E05007313,2420,1914,79.1
E05007314,980,825,84.2
E05007315,1853,1451,78.3
E05007316,1798,1347,74.9
E05007317,946,725,76.6
E05007318,2035,1431,70.3
E05007319,3198,2122,66.4
E05007320,1555,1325,85.2
E05007321,1622,1465,90.3
E05007322,2711,1668,61.5
E05007323,3453,1755,50.8
E05007324,2018,1447,71.7
E05007325,668,449,67.2
E05007326,802,632,78.8
E05007327,782,580,74.2
E05007328,938,691,73.7
E05012872,3676,2946,80.1
E05012873,3778,3197,84.6
E05012874,4182,2675,64
E05012875,4353,2864,65.8
E05012876,4254,2698,63.4
E05012877,3947,2932,74.3
E05012878,4231,3128,73.9
E05012879,4033,3467,86
E05012880,3523,2598,73.7
E05012881,3522,3102,88.1
E05012882,3843,2302,59.9
E05012883,4161,2422,58.2
E05012884,4563,3189,69.9
E05012885,3549,2257,63.6
E05012886,4228,2792,66
E05012887,2807,1848,65.8
E05012888,2923,1824,62.4
E05012889,2685,1657,61.7
E05012890,2836,1748,61.6
E05012891,2891,1677,58
E05012892,2971,1532,51.6
E05012893,1159,756,65.2
E05012894,2333,980,42
E05012895,1608,1144,71.1
E05012896,2854,2210,77.4
E05012897,2686,2093,77.9
E05012898,2398,2073,86.4
E05012899,2334,1747,74.9
E05012900,2363,1853,78.4
E05007362,3392,2582,76.1
E05007363,3062,2280,74.5
E05007364,3557,2110,59.3
E05007365,2968,2276,76.7
E05007366,2629,1993,75.8
E05007367,3472,2452,70.6
E05007368,2855,2296,80.4
E05007369,3143,2503,79.6
E05007370,4010,2088,52.1
E05007371,2912,1915,65.8
E05007372,3389,1729,51
E05007373,3255,1856,57
E05007374,3163,2386,75.4
E05012026,3112,2314,74.4
E05012027,3576,2912,81.4
E05012028,2051,1508,73.5
E05012029,2727,2045,75
E05012030,2950,2517,85.3
E05012031,2794,2342,83.8
E05012032,2903,2164,74.5
E05012033,2106,1122,53.3
E05012034,1940,1655,85.3
E05012035,2610,1397,53.5
E05012036,1852,1665,89.9
E05012037,2237,1266,56.6
E05012038,2127,1406,66.1
E05012039,3024,2338,77.3
E05007391,670,620,92.5
E05007392,1557,1255,80.6
E05007393,923,765,82.9
E05007394,2538,1791,70.6
E05007395,1820,1341,73.7
E05007396,1458,1201,82.4
E05007397,1858,1325,71.3
E05007398,2416,1820,75.3
E05007399,2558,1755,68.6
E05007400,1787,1463,81.9
E05007401,1632,1235,75.7
E05007402,777,643,82.8
E05007403,1989,1299,65.3
E05007404,2381,1861,78.2
E05007405,1487,1309,88
E05007406,1970,1273,64.6
E05007407,2134,1251,58.6
E05007408,761,670,88
E05007409,2433,1734,71.3
E05007410,2475,1916,77.4
E05007411,931,690,74.1
E05007412,749,632,84.4
E05007413,1992,1432,71.9
E05007414,1627,1211,74.4
E05007415,2906,2121,73
E05007416,2005,1397,69.7
E05007417,1709,1295,75.8
E05007418,875,692,79.1
E05007419,1636,1440,88
E05007420,2246,1274,56.7
E05007421,1840,1279,69.5
E05007422,1852,1492,80.6
E05007423,2124,1340,63.1
E05007424,1694,1259,74.3
E05007425,1690,1219,72.1
E05007426,2031,1533,75.5
E05007427,1979,1469,74.2
E05007428,1637,1264,77.2
E05007429,1746,1046,59.9
E05007430,2266,1358,59.9
E05007431,1605,1105,68.8
E05007432,2343,1477,63
E05007433,1696,1471,86.7
E05007434,2480,1678,67.7
E05007435,2837,2037,71.8
E05007436,1788,1374,76.8
E05007437,1756,1257,71.6
E05007438,775,586,75.6
E05007439,1615,1206,74.7
E05010795,4851,3585,73.9
E05010796,3898,1704,43.7
E05010797,4048,2365,58.4
E05010798,3763,3030,80.5
E05010799,3725,2372,63.7
E05010800,3907,3091,79.1
E05010801,4367,3075,70.4
E05010802,4926,2518,51.1
E05010803,3813,2995,78.5
E05010804,4136,2796,67.6
E05007562,1665,1457,87.5
E05007563,2061,1435,69.6
E05007564,1898,1485,78.2
E05007565,1882,1120,59.5
E05007566,1789,1394,77.9
E05007567,1724,1418,82.3
E05007568,2079,1555,74.8
E05007569,1826,1144,62.7
E05007570,1866,1360,72.9
E05007571,2307,1351,58.6
E05007572,1819,1497,82.3
E05007573,1802,1083,60.1
E05007574,2012,1431,71.1
E05007575,2947,2206,74.9
E05009800,2454,2131,86.8
E05009801,2853,2277,79.8
E05009802,4601,3625,78.8
E05009803,3658,2721,74.4
E05009804,3809,2967,77.9
E05009805,2185,1592,72.9
E05009806,4258,2931,68.8
E05009807,2627,1832,69.7
E05009808,4644,2758,59.4
E05009809,3676,2990,81.3
E05009810,2535,2109,83.2
E05009811,2686,2107,78.4
E05009812,2369,2049,86.5
E05009813,2767,1346,48.6
E05009814,3363,1433,42.6
E05009815,2430,1950,80.2
E05009816,2761,1621,58.7
E05009817,2968,2583,87
E05009818,2201,1178,53.5
E05009819,4439,2321,52.3
E05009820,2704,2010,74.3
E05009821,3956,3190,80.6
E05009822,2721,2048,75.3
E05011666,1528,696,45.5
E05011667,2978,1122,37.7
E05011668,2833,1791,63.2
E05011669,3075,1604,52.2
E05011670,2849,1775,62.3
E05011671,1340,890,66.4
E05011672,2679,1994,74.4
E05011673,1377,1015,73.7
E05011674,1542,883,57.3
E05011675,4582,3390,74
E05011676,1527,1094,71.6
E05011677,1435,998,69.5
E05011678,2952,2254,76.4
E05011679,3479,2150,61.8
E05011680,3357,2012,59.9
E05011681,1619,874,54
E05011682,2908,2259,77.7
E05011683,2681,1973,73.6
E05011684,3141,2153,68.5
E05011685,4701,3406,72.5
E05011686,1528,1038,67.9
E05012914,3939,1883,47.8
E05012915,4118,1721,41.8
E05012916,2362,1584,67.1
E05012917,2490,1626,65.3
E05012918,4038,2401,59.5
E05012919,3146,1548,49.2
E05012920,3654,2493,68.2
E05012921,4662,1988,42.6
E05012922,3634,2708,74.5
E05012923,3336,2291,68.7
E05012924,3784,1932,51.1
E05012925,3902,1764,45.2
E05012926,2437,1427,58.6
E05011812,4416,3124,70.7
E05011813,2270,1811,79.8
E05011814,2511,1726,68.7
E05011815,2430,1581,65.1
E05011816,2258,1790,79.3
E05011817,4854,2863,59
E05011818,3672,2501,68.1
E05011819,2667,1864,69.9
E05011820,2386,1772,74.3
E05011821,2698,1934,71.7
E05011822,2292,1730,75.5
E05011823,1238,1011,81.7
E05011824,3307,2317,70.1
E05011825,2667,2081,78
E05011826,3119,1902,61
E05011827,1162,928,79.9
E05011828,2290,1845,80.6
E05011829,2745,1934,70.5
E05011830,2775,2129,76.7
E05011831,4231,3098,73.2
E05011832,2717,2037,75
E05011833,3670,3090,84.2
E05007668,2739,1776,64.8
E05007669,1123,917,81.7
E05007670,1131,875,77.4
E05007671,2055,1592,77.5
E05007672,2064,1715,83.1
E05007673,2026,1495,73.8
E05007674,2293,1467,64
E05007675,2618,1989,76
E05007676,2430,1775,73
E05007677,1978,1648,83.3
E05007678,3107,2487,80
E05007679,2593,1872,72.2
E05007680,2437,1685,69.1
E05007681,2053,1498,73
E05007682,1890,1609,85.1
E05007683,1997,1686,84.4
E05007684,3077,1691,55
E05007685,3579,2853,79.7
E05007686,2451,1568,64
E05007687,2591,1603,61.9
E05007688,2431,1624,66.8
E05007689,2715,1607,59.2
E05007690,3024,2087,69
E05007691,2049,1609,78.5
E05007692,3479,2528,72.7
E05007693,3414,2757,80.8
E05007694,3797,2761,72.7
E05007695,3986,2719,68.2
E05007696,5470,2342,42.8
E05007697,2626,1913,72.8
E05007698,3974,2780,70
E05007699,3838,3161,82.4
E05007700,4519,2203,48.7
E05007701,3890,2923,75.1
E05007702,2792,1691,60.6
E05007703,3304,2954,89.4
E05007704,3904,3106,79.6
E05007705,3779,2262,59.9
E05007706,3656,2623,71.7
E05012461,2929,2311,78.9
E05012462,2180,1709,78.4
E05012463,2535,1449,57.2
E05012464,2380,1907,80.1
E05012465,1292,1038,80.3
E05012466,2790,1713,61.4
E05012467,1236,1033,83.6
E05012468,2480,2075,83.7
E05012469,2980,1998,67
E05012470,3020,1922,63.6
E05012471,2973,969,32.6
E05012472,2608,1846,70.8
E05012473,3069,1600,52.1
E05012474,1201,917,76.4
E05012475,2464,1979,80.3
E05012476,2663,1911,71.8
E05012477,1368,836,61.1
E05012478,2787,1795,64.4
E05012479,2965,1814,61.2
E05012480,1455,720,49.5
E05012481,2714,1961,72.3
E05012482,2754,2023,73.5
E05012483,1260,939,74.5
E05012484,2554,1663,65.1
E05012485,2229,1842,82.6
E05012486,2876,1830,63.6
E05012487,1134,831,73.3
E05012488,2788,945,33.9
E05012489,2715,1299,47.8
E05012490,2611,1915,73.3
E05012491,2722,1046,38.4
E05012492,2465,1668,67.7
E05012493,3050,2227,73
E05010885,8324,3254,39.1
E05010886,9012,4902,54.4
E05010887,5782,3482,60.2
E05010888,5050,3268,64.7
E05010889,5140,3577,69.6
E05010890,5176,3358,64.9
E05010891,5003,3297,65.9
E05010892,6488,1266,19.5
E05010893,5666,2448,43.2
E05010894,4920,1801,36.6
E05010895,4807,2056,42.8
E05010896,5897,3223,54.7
E05010897,6099,3254,53.4
E05010898,5406,2523,46.7
E05010899,5618,3305,58.8
E05010900,7586,2977,39.2
E05010901,5562,3019,54.3
E05010902,7740,5432,70.2
E05010903,5033,3039,60.4
E05010904,5429,2762,50.9
E05010905,2832,1005,35.5
E05010906,5408,3554,65.7
E05010907,7652,1636,21.4
E05010908,4996,2556,51.2
E05010909,5162,3396,65.8
E05010910,5551,3345,60.3
E05010911,2798,2045,73.1
E05010912,3174,1687,53.2
E05010913,5050,2408,47.7
E05010914,5775,2806,48.6
E05010915,4967,3460,69.7
E05010916,4392,3292,75
E05010917,8109,6553,80.8
E05010918,6030,3428,56.8
E05010276,1888,1572,83.3
E05010277,3561,2870,80.6
E05010278,1701,1277,75.1
E05010279,2049,1372,67
E05010280,1911,1397,73.1
E05010281,2104,1615,76.8
E05010282,1769,1231,69.6
E05010283,1846,1478,80.1
E05010284,1708,1317,77.1
E05010285,1798,1597,88.8
E05010286,3381,2773,82
E05010287,3636,2965,81.5
E05010288,1773,1591,89.7
E05010289,1452,1113,76.7
E05010290,1879,1353,72
E05010291,1804,1532,84.9
E05010292,1886,1315,69.7
E05010293,3443,2285,66.4
E05010294,2223,1618,72.8
E05010295,1941,1552,80
E05010296,3896,3189,81.9
E05010297,4099,1548,37.8
E05010298,4581,1901,41.5
E05010299,4402,2389,54.3
E05010300,3935,3094,78.6
E05010301,1812,1200,66.2
E05010302,4240,2996,70.7
E05010303,3486,2702,77.5
E05010304,3830,2758,72
E05010305,3687,2647,71.8
E05010306,3737,2311,61.8
E05010307,1935,1378,71.2
E05010308,1723,1467,85.1
E05010309,1774,1394,78.6
E05010310,3761,2983,79.3
E05012104,3867,3125,80.8
E05012105,3694,2896,78.4
E05012106,4609,3123,67.8
E05012107,3879,2311,59.6
E05012108,1765,1390,78.8
E05012109,3771,2215,58.7
E05012110,4264,3200,75
E05012111,3950,3156,79.9
E05012112,6810,4737,69.6
E05012113,4590,2718,59.2
E05012114,5321,4368,82.1
E05012115,5550,4605,83
E05012116,5437,4263,78.4
E05012117,3898,2449,62.8
E05012118,4291,3418,79.7
E05012119,3712,2624,70.7
E05012120,3917,2824,72.1
E05012121,2297,1374,59.8
E05012122,2030,1636,80.6
E05012123,3898,3207,82.3
E05012124,6422,4106,63.9
E05012125,5788,4202,72.6
E05012126,1991,879,44.1
E05012127,6107,4666,76.4
E05012128,3044,2421,79.5
E05012129,4244,2847,67.1
E05012130,3843,2865,74.6
E05012131,5107,3864,75.7
E05002078,5773,3181,55.1
E05002079,5225,3473,66.5
E05002080,7452,2804,37.6
E05002081,3712,881,23.7
E05002082,5995,3016,50.3
E05002083,5706,4115,72.1
E05002084,6114,3495,57.2
E05002085,6133,3093,50.4
E05002086,5774,3869,67
E05002087,5691,4280,75.2
E05002088,3501,2474,70.7
E05002089,3788,2818,74.4
E05002090,5302,4462,84.2
E05002091,5565,4368,78.5
E05002092,6103,4728,77.5
E05002093,5531,2911,52.6
E05002094,8951,2306,25.8
E05002095,5785,3462,59.8
E05002096,6122,3421,55.9
E05002097,6330,2880,45.5
E05012254,5083,3024,59.5
E05012255,3126,2628,84.1
E05012256,3446,2616,75.9
E05012257,3604,2523,70
E05012258,1349,985,73
E05012259,3713,2072,55.8
E05012260,4717,3428,72.7
E05012261,3421,2475,72.3
E05012262,3094,1769,57.2
E05012263,4611,3575,77.5
E05012264,4480,2036,45.4
E05012265,5703,3644,63.9
E05012266,3226,2212,68.6
E05012267,3288,2321,70.6
E05012268,6346,2622,41.3
E05012269,3789,2432,64.2
E05008954,5696,2351,41.3
E05008955,3157,2565,81.2
E05008956,4706,3667,77.9
E05008957,5138,2509,48.8
E05008958,5632,3318,58.9
E05008960,4606,2738,59.4
E05008961,4649,3042,65.4
E05008962,4968,2653,53.4
E05008963,4755,3031,63.7
E05008965,4878,3321,68.1
E05008966,1346,1117,83
E05008967,5017,3295,65.7
E05008968,7254,5010,69.1
E05008969,4981,3864,77.6
E05008970,4600,3301,71.8
E05008971,5431,2474,45.6
E05008972,3534,2667,75.5
E05010755,4965,3630,73.1
E05010756,5134,3848,75
E05010757,5415,2640,48.8
E05013273,3216,1526,47.5
E05013274,2898,1814,62.6
E05013275,2956,1758,59.5
E05013276,3041,2042,67.1
E05013277,3040,2368,77.9
E05013278,3032,1735,57.2
E05013279,2750,1606,58.4
E05013280,2823,1850,65.5
E05013281,2951,2028,68.7
E05013282,2290,1674,73.1
E05013284,2482,1536,61.9
E05013286,2960,1301,44
E05013288,2401,1954,81.4
E05013289,2993,2006,67
E05013290,2604,1946,74.7
E05013291,2352,1351,57.4
E05013292,2541,1730,68.1
E05013293,3236,1975,61
E05013295,3040,1810,59.5
E05013297,3215,2221,69.1
E05013298,2821,2002,71
E05013301,3143,1779,56.6
E05013302,3352,1826,54.5
E05013303,3323,2160,65
E05013305,2864,2034,71
E05013306,2803,1948,69.5
E05013307,2765,2021,73.1
E05013308,3090,2044,66.1
E05013309,2509,1952,77.8
E05013311,2856,1950,68.3
E05013312,3103,2177,70.2
E05013313,2899,2237,77.2
E05013314,3139,1655,52.7
E05013315,2798,2078,74.3
E05013317,2869,1778,62
E05013319,2673,1820,68.1
E05013320,3530,1670,47.3
E05013321,3104,1616,52.1
E05013323,3133,1872,59.8
E05013324,3088,2287,74.1
E05013325,2268,1708,75.3
E05013327,3224,2231,69.2
E05013329,2822,1314,46.6
E05013330,2900,1920,66.2
E05013331,3122,1942,62.2
E05013336,2968,1980,66.7
E05013337,2770,2063,74.5
E05013338,2594,1726,66.5
E05013341,2646,1784,67.4
E05013346,2938,2017,68.7
E05013347,2908,2125,73.1
E05013348,2967,2080,70.1
E05013349,2855,1945,68.1
E05013350,2435,1977,81.2
E05013351,2861,2031,71
E05013353,3008,1988,66.1
E05013354,2731,1785,65.4
E05013355,3223,1895,58.8
E05013356,2827,1728,61.1
E05013357,2646,1788,67.6
E05013358,3169,2045,64.5
E05013836,2978,1773,59.5
E05013837,2900,2265,78.1
E05013838,2784,2215,79.6
E05013839,2700,2008,74.4
E05013840,2602,1717,66
E05013841,2893,2038,70.4
E05013842,2846,2085,73.3
E05013843,2855,2142,75
E05013844,2940,1923,65.4
E05013845,3068,2110,68.8
E05013846,2454,1833,74.7
E05013847,3249,1943,59.8
E05013848,3260,1755,53.8
E05013849,2711,1913,70.6
E05013850,2822,1965,69.6
E05013851,2868,2164,75.5
E05013852,2898,2023,69.8
E05013853,3063,2240,73.1
E05013854,3303,1765,53.4
E05013855,2506,1570,62.6
E05013856,3205,2119,66.1
E05013857,2791,2176,78
E05013858,2859,1624,56.8
E05013859,2477,1913,77.2
E05013860,2699,1917,71
E05013861,2262,1561,69
E06000053,939,418,44.5
E05013398,2432,1692,69.6
E05013399,2372,1841,77.6
E05013400,2277,920,40.4
E05013401,2030,1128,55.6
E05013402,2637,1590,60.3
E05013403,2097,880,42
E05013405,2159,1616,74.8
E05013406,2309,1809,78.3
E05013407,2462,1666,67.7
E05013408,1888,1536,81.4
E05013409,2184,1478,67.7
E05013410,1872,1416,75.6
E05013411,2294,1537,67
E05013412,2467,1536,62.3
E05013413,1978,1212,61.3
E05013414,2238,1722,76.9
E05013415,1827,1437,78.7
E05013416,2191,1586,72.4
E05013417,1899,1533,80.7
E05013418,1842,1278,69.4
E05013419,2471,1378,55.8
E05013420,1627,1031,63.4
E05013421,1300,962,74
E05013422,2176,1593,73.2
E05013423,2337,1298,55.5
E05013424,2660,1658,62.3
E05013425,2246,1606,71.5
E05013426,2047,1377,67.3
E05013427,2195,1655,75.4
E05013428,2640,1733,65.6
E05013429,2227,1028,46.2
E05013430,1934,1445,74.7
E05013431,2184,1567,71.7
E05013432,2166,1547,71.4
E05013433,1994,1410,70.7
E05013434,1992,1554,78
E05013435,1927,1340,69.5
E05013436,1891,1436,75.9
E05013437,2065,1474,71.4
E05013438,2104,1638,77.9
E05013439,2380,1753,73.7
E05013440,2337,1387,59.3
E05013441,2246,1362,60.6
E05013442,2570,1604,62.4
E05013443,2316,1364,58.9
E05013444,2453,1620,66
E05013446,2323,1390,59.8
E05013447,2146,1571,73.2
E05013448,2003,1497,74.7
E05013449,2046,1607,78.5
E05013450,2047,1372,67
E05013451,2036,1616,79.4
E05013452,2061,1407,68.3
E05013453,2508,1508,60.1
E05013455,2326,1564,67.2
E05013457,2663,1993,74.8
E05013458,1879,1548,82.4
E05013459,2180,1844,84.6
E05013460,2397,1525,63.6
E05013461,2410,1734,72
E05013462,1757,919,52.3
E05013463,2486,1508,60.7
E05013464,2534,1427,56.3
E05013465,1757,1226,69.8
E05013466,2684,1502,56
E05013467,2539,1248,49.2
E05013468,2292,1769,77.2
E05013469,2606,1432,55
E05013470,2199,1607,73.1
E05013471,1844,1530,83
E05013472,1913,1425,74.5
E05013473,2187,719,32.9
E05013474,2245,706,31.4
E05013475,2210,1466,66.3
E05013476,2014,1345,66.8
E05013477,2834,1653,58.3
E05013478,2730,1510,55.3
E05013479,2062,1481,71.8
E05013480,2346,1655,70.5
E05013481,2188,1473,67.3
E05013482,1771,1164,65.7
E05013483,2045,1429,69.9
E05013484,2103,1421,67.6
E05013485,2170,1690,77.9
E05013486,2448,1495,61.1
E05013487,2423,1355,55.9
E05013488,2025,1370,67.7
E05013489,2130,1655,77.7
E05013490,2452,1532,62.5
E05013491,2392,1466,61.3
E05013492,2211,1353,61.2
E05013493,2113,1713,81.1
E05013494,2089,1780,85.2
E05013495,2072,1471,71
E05013832,1764,1369,77.6
E05013833,2066,1514,73.3
E05013834,2259,1486,65.8
E05013835,2160,1494,69.2
E05012649,6681,4506,67.4
E05012650,5795,4704,81.2
E05012651,4930,2655,53.9
E05012652,5656,1662,29.4
E05012653,6287,2032,32.3
E05012654,4275,3882,90.8
E05012655,3969,2363,59.5
E05012656,4700,3750,79.8
E05012657,5941,4071,68.5
E05012658,4856,2915,60
E05012659,4321,3336,77.2
E05012660,4095,2987,72.9
E05012661,7675,2932,38.2
E05012662,4222,3210,76
E05012663,5975,3587,60
E05012664,4861,3999,82.3
E05012665,7437,4221,56.8
E05012666,4037,3181,78.8
E05012667,4077,2974,72.9
E05012668,4820,3930,81.5
E05012669,6990,4510,64.5
E05012670,7540,4846,64.3
E05012671,4579,3571,78
E05012672,5165,3350,64.9
E05012673,5028,3610,71.8
E05012674,6093,2869,47.1
E05012675,4642,2772,59.7
E05012676,4155,3223,77.6
E05012677,6028,3435,57
E05012678,4285,2597,60.6
E05012679,4577,2830,61.8
E05012680,5723,2641,46.1
E05012681,4421,2068,46.8
E05012682,1990,1577,79.2
E05012683,2045,1377,67.3
E05012684,1973,1457,73.8
E05012685,4767,3013,63.2
E05012686,7181,4766,66.4
E05012687,2111,1509,71.5
E05012688,2245,1600,71.3
E05012689,1847,1329,72
E05012690,3443,2482,72.1
E05012691,3655,3083,84.4
E05012692,4299,3542,82.4
E05012693,2050,1504,73.4
E05012694,1878,1038,55.3
E05012695,1636,1210,74
E05012696,3802,2550,67.1
E05012697,2003,1128,56.3
E05012698,4196,2610,62.2
E05012699,2304,1624,70.5
E05012700,4178,3436,82.2
E05012701,3780,2909,77
E05012702,6963,5045,72.5
E05012703,1917,1388,72.4
E05012704,4627,3262,70.5
E05012705,2512,1774,70.6
E05012706,5334,4037,75.7
E05012707,2057,1575,76.6
E05012708,2434,1037,42.6
E05012709,5722,3716,64.9
E05012710,2342,1662,71
E05012711,4351,3082,70.8
E05012712,6317,4226,66.9
E05012713,3477,3062,88.1
E05012714,4136,2590,62.6
E05012715,2217,1397,63
E05012716,2186,1546,70.7
E05012717,2477,1454,58.7
E05012718,1841,1235,67.1
E05012719,2359,1768,74.9
E05012720,1996,1444,72.3
E05012721,2084,1333,64
E05012722,4513,3145,69.7
E05012723,2010,1576,78.4
E05012724,5808,4789,82.5
E05012725,4438,3129,70.5
E05012726,4114,3322,80.7
E05012727,1603,1454,90.7
E05012728,4022,2402,59.7
E05012729,4229,2429,57.4
E05012730,3900,2257,57.9
E05012731,1880,1391,74
E05012732,1852,1319,71.2
E05012733,2164,1567,72.4
E05011782,3678,2395,65.1
E05011783,1066,740,69.4
E05011784,2817,1893,67.2
E05011785,3599,2725,75.7
E05011786,1017,840,82.6
E05011787,2119,1613,76.1
E05011788,2502,1528,61.1
E05011789,2377,1853,78
E05011790,1064,791,74.3
E05011791,3254,2460,75.6
E05011792,3319,2650,79.8
E05011793,3812,2740,71.9
E05011794,3502,1901,54.3
E05011795,2113,1368,64.7
E05011796,1157,893,77.2
E05011797,3130,2148,68.6
E05011798,2370,1570,66.2
E05011799,1113,865,77.7
E05011800,992,780,78.6
E05011801,3399,2463,72.5
E05011802,3624,2631,72.6
E05011803,1002,820,81.8
E05011804,3686,2678,72.7
E05011805,2289,1727,75.4
E05011806,992,761,76.7
E05011807,1112,909,81.7
E05011808,1080,940,87
E05011809,1259,980,77.8
E05011810,2263,1642,72.6
E05011811,1092,889,81.4
E05011011,3556,2597,73
E05011012,3429,1460,42.6
E05011013,4242,2465,58.1
E05011014,3901,2569,65.9
E05011015,3715,2004,53.9
E05011016,4559,2004,44
E05011017,4114,2247,54.6
E05011018,3883,2729,70.3
E05011019,3703,2022,54.6
E05011020,4776,1523,31.9
E05011021,3984,2681,67.3
E05011022,4294,2796,65.1
E05011023,4402,2972,67.5
E05003510,853,560,65.7
E05003511,710,543,76.5
E05003512,1366,1050,76.9
E05003513,2054,1232,60
E05003514,1575,1138,72.3
E05003515,2336,1503,64.3
E05003516,1910,1252,65.5
E05003517,1169,845,72.3
E05003518,1891,1218,64.4
E05003519,903,657,72.8
E05003520,1843,1117,60.6
E05003521,2525,1721,68.2
E05003522,2824,1516,53.7
E05003524,1413,1102,78
E05003525,885,686,77.5
E05003526,691,559,80.9
E05003527,762,592,77.7
E05003528,1792,1322,73.8
E05003529,744,553,74.3
E05003530,680,542,79.7
E05003531,2620,1573,60
E05008546,1865,1191,63.9
E05008547,681,475,69.8
E05008548,1548,1157,74.7
E05012412,1506,501,33.3
E05012413,3510,2210,63
E05012414,3259,1767,54.2
E05012415,3088,2144,69.4
E05012416,921,697,75.7
E05012417,989,728,73.6
E05012418,2075,1627,78.4
E05012419,2093,1589,75.9
E05012420,982,731,74.4
E05012421,987,697,70.6
E05012422,1194,868,72.7
E05012423,2283,1856,81.3
E05012424,999,499,49.9
E05012425,3111,1622,52.1
E05012426,1932,1346,69.7
E05012427,964,706,73.2
E05012428,1913,1468,76.7
E05012429,941,661,70.2
E05012430,973,789,81.1
E05012431,885,677,76.5
E05012432,2159,1408,65.2
E05012433,933,611,65.5
E05012434,1609,1288,80
E05012435,2852,1814,63.6
E05012436,1041,781,75
E05010128,1341,986,73.5
E05010129,1209,892,73.8
E05010130,1133,814,71.8
E05010131,1412,1016,72
E05010132,1254,902,71.9
E05010133,3731,2491,66.8
E05010134,1169,883,75.5
E05010135,2482,1870,75.3
E05010136,2722,2022,74.3
E05010137,2666,1627,61
E05010138,1244,895,71.9
E05010139,1264,1012,80.1
E05010140,2737,1928,70.4
E05010141,2349,1667,71
E05010142,2284,1626,71.2
E05010143,1190,944,79.3
E05010144,4336,2469,56.9
E05010145,2374,1849,77.9
E05010146,1152,848,73.6
E05010147,1284,975,75.9
E05011892,2453,1945,79.3
E05011893,3976,2544,64
E05011894,1254,1079,86
E05011895,3670,2733,74.5
E05011896,3160,2261,71.6
E05011897,3936,2743,69.7
E05011898,2717,1445,53.2
E05011899,2580,1876,72.7
E05011900,2400,1539,64.1
E05011901,4005,2781,69.4
E05011902,2902,1861,64.1
E05011903,1066,891,83.6
E05011904,1104,874,79.2
E05011905,3530,2586,73.3
E05011906,1362,983,72.2
E05011907,2466,1988,80.6
E05011908,2879,2051,71.2
E05011909,2557,1916,74.9
E05011910,1332,986,74
E05011911,1125,908,80.7
E05011912,2215,1764,79.6
E05011913,2707,1833,67.7
E05011914,2296,1685,73.4
E05011915,2155,1389,64.5
E05011916,1784,1241,69.6
E05011917,2467,1460,59.2
E05011918,2784,1668,59.9
E05011919,1694,1117,65.9
E05011920,1250,785,62.8
E05011921,1781,1368,76.8
E05011922,2521,1633,64.8
E05011923,2596,1787,68.8
E05011924,1581,859,54.3
E05011925,1734,1386,79.9
E05011926,1629,1304,80
E05011927,2325,1810,77.8
E05011928,1652,1288,78
E05011929,1743,1421,81.5
E05011930,1933,1358,70.3
E05011931,994,702,70.6
E05010550,1638,1189,72.6
E05010551,1338,1049,78.4
E05010552,1635,1256,76.8
E05010553,1603,1240,77.4
E05010554,764,495,64.8
E05010555,771,539,69.9
E05010556,748,567,75.8
E05010557,1748,1305,74.7
E05010558,1329,917,69
E05010559,701,578,82.5
E05010560,812,608,74.9
E05010561,2517,1649,65.5
E05010562,1767,974,55.1
E05010563,835,638,76.4
E05010564,782,564,72.1
E05010565,2517,1703,67.7
E05010566,1805,1426,79
E05010567,1506,918,61
E05004288,2762,1453,52.6
E05004289,2593,2028,78.2
E05004290,2101,1774,84.4
E05004291,2330,1877,80.6
E05004292,2144,1803,84.1
E05004293,2745,1636,59.6
E05004294,3044,1365,44.8
E05004295,2937,1217,41.4
E05004296,2357,1969,83.5
E05004297,2467,1288,52.2
E05004298,3013,2056,68.2
E05004299,2908,1779,61.2
E05004300,2628,2182,83
E05004301,2666,1455,54.6
E05004302,2667,820,30.7
E05004303,3368,1783,52.9
E05004304,2916,1625,55.7
E05004305,2480,1747,70.4
E05004306,2302,1878,81.6
E05004307,2477,1904,76.9
E05010696,1082,663,61.3
E05010697,1175,795,67.7
E05010698,1255,832,66.3
E05010699,1469,867,59
E05010700,2838,1948,68.6
E05010701,1052,695,66.1
E05010702,988,626,63.4
E05010703,1020,670,65.7
E05010704,1100,772,70.2
E05010705,1015,715,70.4
E05010706,1194,816,68.3
E05010707,883,538,60.9
E05010708,1086,756,69.6
E05010709,1098,741,67.5
E05010710,2773,1949,70.3
E05010711,1480,890,60.1
E05010712,1225,746,60.9
E05010713,1200,643,53.6
E05010714,1304,782,60
E05010715,1317,710,53.9
E05010716,1125,784,69.7
E05010717,1132,748,66.1
E05010718,1185,828,69.9
E05010719,1219,811,66.5
E05010720,1116,950,85.1
E05010721,1281,833,65
E05010722,1048,681,65
E05010723,1069,695,65
E05010724,1182,847,71.7
E05010725,1147,691,60.2
E05010726,1025,756,73.8
E05010727,1513,655,43.3
E05012156,1895,1441,76
E05012157,2117,1574,74.4
E05012158,1900,1333,70.2
E05012159,2034,1162,57.1
E05012160,3515,2317,65.9
E05012161,832,666,80
E05012162,1796,1431,79.7
E05012163,1660,1381,83.2
E05012164,973,732,75.2
E05012165,2831,1758,62.1
E05012166,784,701,89.4
E05012167,1132,784,69.3
E05012168,3091,2401,77.7
